,Year,Prodcom code,Commodity code,Prodcom Description,Commodity Description
7245,2025,25.30.12.00,93011000,"Military weapons, other than revolvers, pistols, and the like","""Artillery weapons """"e.g. guns, howitzers and mortars"""""""
7246,2025,25.30.12.00,93012000,"Military weapons, other than revolvers, pistols, and the like","""Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors"""
7247,2025,25.30.12.00,93019000,"Military weapons, other than revolvers, pistols, and the like","Military weapons, incl. sub-machine guns (excl. artillery weapons, rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors,  revolvers and pistols of heading 9302 and cutting and thrusting weapons of heading 9307)"
7248,2025,25.30.13.00,93062100,"Missile systems, ammunition, bombs, loitering munition, mines, torpedoes, and subsystems thereof",Cartridges for smooth-barrelled shotguns
7249,2025,25.30.13.00,93062900,"Missile systems, ammunition, bombs, loitering munition, mines, torpedoes, and subsystems thereof","""Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols"""
7250,2025,25.30.13.00,93063010,"Missile systems, ammunition, bombs, loitering munition, mines, torpedoes, and subsystems thereof",Cartridges and parts thereof for revolvers and pistols of heading 9302 and for sub-machine-guns of heading 9301
7251,2025,25.30.13.00,93063030,"Missile systems, ammunition, bombs, loitering munition, mines, torpedoes, and subsystems thereof",Cartridges and parts thereof for military weapons
7252,2025,25.30.13.00,93063090,"Missile systems, ammunition, bombs, loitering munition, mines, torpedoes, and subsystems thereof","Cartridges and parts thereof, n.e.s."
7253,2025,25.30.13.00,93069010,"Missile systems, ammunition, bombs, loitering munition, mines, torpedoes, and subsystems thereof","Bombs, grenades, torpedos, mines, missiles and other ammunition and projectiles, and parts thereof for military purposes, n.e.s. (excl. cartridges)"
7254,2025,25.30.13.00,93069090,"Missile systems, ammunition, bombs, loitering munition, mines, torpedoes, and subsystems thereof","Ammunition and projectiles and parts thereof, n.e.s. (excl. for military purposes)"
7255,2025,25.30.14.00,93051000,Parts of military weapons and other arms,"Parts and accessories for revolvers or pistols, n.e.s."
7256,2025,25.30.14.00,93052000,Parts of military weapons and other arms,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s."
7257,2025,25.30.14.00,93059100,Parts of military weapons and other arms,"Parts and accessories of military weapons of heading 9301, n.e.s."
7258,2025,25.30.14.00,93059900,Parts of military weapons and other arms,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excl. of shotguns or rifles of heading 9303)"
7259,2025,25.30.14.00,96200091,Parts of military weapons and other arms,"Monopods, bipods, tripods and similar articles of plastics or of aluminium (excl. of a kind used for digital, photographic or video cameras, cinematographic cameras and projectors, and of a kind used for other apparatus of Ch 90)"
7260,2025,25.30.14.00,96200099,Parts of military weapons and other arms,"Monopods, bipods, tripods and similar articles (excl. of a kind used for digital, photographic or video cameras, cinematographic cameras and projectors, of a kind used for other apparatus of Ch 90, and of plastics or of aluminium)"
7261,2025,25.40.10.10,,"Open die forged ferrous parts for transmission shafts, camshafts, crankshafts and cranks; works of HS 7326; parts of machineries, apparatus and vehicles of HS 84, 85, 86, 87, 88, 90 (open die forgings of steel)",No corresponding Commodity code available
7262,2025,25.40.10.11,,"Open die-forged non-ferrous metal parts for machinery and appliances excluding engines, turbojets, gas turbines, lifting/handling equipment, construction industry machinery/vehicles",No corresponding Commodity code available
7263,2025,25.40.10.20,,Parts of land vehicles of HS 87 (cold extrusion of steel),No corresponding Commodity code available
7264,2025,25.40.10.21,,"Cold extrusion steel parts for transmission shafts, camshafts, crankshafts and cranks",No corresponding Commodity code available
7265,2025,25.40.10.22,,Parts of engines and mechanical engineering of HS 8483 (cold extrusion of steel),No corresponding Commodity code available
7266,2025,25.40.10.23,,Cold extrusion steel parts for machinery and mechanical appliances excluding for engines,No corresponding Commodity code available
7267,2025,25.40.10.24,,"Cold extrusion steel parts for electrical machinery and equipment sound recorders and reproducers, television image and sound recorders and reproducers",No corresponding Commodity code available
7268,2025,25.40.10.25,,"Works of HS 7326; parts of vehicles and apparatus for fixture tracks and land vehicles and air crafts of HS 86, 87, 88 (cold extrusion of steel)",No corresponding Commodity code available
7269,2025,25.40.10.26,,"Parts of machineries, apparatus, tools and vehicles of HS 84, 85, 87, 88, 90 in cold extrusion of non-ferrous metal",No corresponding Commodity code available
7270,2025,25.40.20.10,,Drop forged (and precision forged) steel parts for land vehicles excluding locomotives and rolling stock,No corresponding Commodity code available
7271,2025,25.40.20.20,,"Drop forged (and precision forged) steel parts for transmission shafts, camshafts, crankshafts, cranks, bearing housings and plain shaft bearings (excluding bearing housings incorporating ball or roller bearings)",No corresponding Commodity code available
7272,2025,25.40.20.30,,Parts of engines and mechanical engineering of HS 8483 (drop forging of steel),No corresponding Commodity code available
7273,2025,25.40.20.40,,"Parts of mechanical and technical equipment and implements for farming, forestry and market gardening (drop forging of steel)",No corresponding Commodity code available
7274,2025,25.40.20.50,,"Drop forged steel parts for pulley tackle and hoists, winches and capstans, jacks, fork-lift trucks, other trucks fitted with lifting/handling equipment, lifts, escalators, conveyors and teleferics",No corresponding Commodity code available
7275,2025,25.40.20.60,,"Parts of mechanical engineering and apparatus of HS 8426, 8429, 8430 (drop forging of steel)",No corresponding Commodity code available
7276,2025,25.40.20.70,,"Drop forged steel parts for machinery and appliances (excluding for engines, turbojets, gas turbines, lifting or handling equipment, construction industry machinery)",No corresponding Commodity code available
7277,2025,25.40.20.80,,"Drop forged steel parts for locomotives or rolling stock, aircraft, spacecraft, electrical machinery and equipment, optical, photographic, cinematographic, measuring, checking or precision apparatus",No corresponding Commodity code available
7278,2025,25.40.20.90,,"Parts of machineries, apparatus and vehicles of HS 84, 85, 86, 87, 88, 90 (drop forging of non-ferrous metal)",No corresponding Commodity code available
7279,2025,25.40.30.10,,Sheet metal forming of steel as parts for land vehicles excluding locomotives and rolling stock,No corresponding Commodity code available
7280,2025,25.40.30.20,,Parts of engines and mechanical engineering of HS 8483 (sheet metal forming of steel),No corresponding Commodity code available
7281,2025,25.40.30.30,,Steel sheet forming parts for machinery and mechanical appliances excluding for engines,No corresponding Commodity code available
7282,2025,25.40.30.40,,"Sheet metal forming of steel as parts for electrical machinery and equipment, for sound recorders and reproducers, television image and sound recorders and reproducers",No corresponding Commodity code available
7283,2025,25.40.30.50,,"Articles of HS 7323, 7326; parts of furniture of HS 9403; parts of land vehicles and track fixtures of 86; apparatus of 90 (sheet metal formings of non-ferrous metal)",No corresponding Commodity code available
7284,2025,25.40.30.60,,"Household articles, parts of mechanical engineering, apparatus, furniture and vehicles of HS 84, 85, 86, 88, 94 (sheet metal formings of non-ferrous metal)",No corresponding Commodity code available
7285,2025,25.40.40.10,,Products of steel powder metallurgy,No corresponding Commodity code available
7286,2025,25.40.40.20,,"Parts of articles of HS 84, 85, 86, 87, 88, 90 (products manufactured of non-ferrous powdered metallurgy)",No corresponding Commodity code available
7287,2025,25.51.01.10,,Metallic coating by immersion in molten metals (zinc galvanising or tin dipping),No corresponding Commodity code available
7288,2025,25.51.01.20,,Metallic coating by thermal spraying,No corresponding Commodity code available
7289,2025,25.51.01.30,,Metallic coating in zinc by electrolysis,No corresponding Commodity code available
7290,2025,25.51.01.40,,"Metallic coating by electrolysis or chemical treatments of metals other than zinc (including nickel, copper, chromium, precious metals, etc.)",No corresponding Commodity code available
7291,2025,25.51.02.10,,Plastic coating of metals (including powder coating),No corresponding Commodity code available
7292,2025,25.51.02.20,,Wet painting and varnishing of metals,No corresponding Commodity code available
7293,2025,25.51.02.30,,Anodizing of metals,No corresponding Commodity code available
7294,2025,25.51.02.40,,Vapor deposition of metals,No corresponding Commodity code available
7295,2025,25.51.02.50,,"Other coatings of metals (phosphating, etc.)",No corresponding Commodity code available
7296,2025,25.52.00.00,,"Heat treatment of metals (excluding metallic coating, plastic coating)",No corresponding Commodity code available
7297,2025,25.53.10.01,,"Turned metal parts for taps, valves and similar articles",No corresponding Commodity code available
7298,2025,25.53.10.02,,Turned metal parts for machinery and mechanical appliances,No corresponding Commodity code available
7299,2025,25.53.10.03,,"Turned metal parts for land vehicles (excluding for locomotives or rolling stock, made by casting, forging, pressing, stamping, roll forming or powder metallurgy)",No corresponding Commodity code available
7300,2025,25.53.10.04,,"Turned metal parts for aircraft, spacecraft and satellites",No corresponding Commodity code available
7301,2025,25.53.10.05,,"Turned metal parts for electrical machinery and equipment, sound recorders and reproducers, television image and sound recorders and reproducers",No corresponding Commodity code available
7302,2025,25.53.10.06,,"Turned metal parts for optical, photographic, cinematographic, measuring, checking or precision instruments and apparatus",No corresponding Commodity code available
7303,2025,25.53.10.07,,"Turned metal parts for articles of HS 7326, 7419, 7616; turned metal parts for vehicles and apparatus for fixing railway track of HS 86",No corresponding Commodity code available
7304,2025,25.53.20.10,,Metal parts (excluding turned metal parts),No corresponding Commodity code available
7305,2025,25.53.20.90,,Other machining services,No corresponding Commodity code available
7306,2025,25.61.11.10,82119100,"Table knives having fixed blades of base metal, including handles (excluding butter knives and fish knives)","Table knives having fixed blades of base metal, incl. handles (excl. butter knives and fish knives)"
7307,2025,25.61.11.20,82119200,"Knives with fixed blades of base metal including pruning knives (excluding fish, butter/ table knives with fixed blades, knives and cutting blades for machines/mechanical appliances)","Knives with fixed blades of base metal (excl. straw knives, machetes, knives and cutting blades for machines or mechanical appliances, table knives, fish knives, butter knives, razors and razor blades and knives of heading 8214)"
7308,2025,25.61.11.40,82119300,Clasp knives,"Knives having other than fixed blades, incl. pruning knives, of base metal (excl. razors)"
7309,2025,25.61.11.60,82119400,"Blades and handles of base metal for table knives, pocket knives, including pruning knives (excluding fish and butter knives, knives/cutting blades for machines or mechanical appliances)","Blades of base metal for table knives, pocket knives and other knives of heading 8211"
7310,2025,25.61.11.60,82119500,"Blades and handles of base metal for table knives, pocket knives, including pruning knives (excluding fish and butter knives, knives/cutting blades for machines or mechanical appliances)","Handles of base metal for table knives, pocket knives and other knives of heading 8211"
7311,2025,25.61.11.80,82130000,"Scissors, tailors’ shears and similar shears, and blades therefor (including scissor blades)","Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excl. hedge shears, two-handed pruning shears and similar two-handed shears, secateurs and similar one-handed pruners and shears and hoof nippers for farriers)"
7312,2025,25.61.12.10,82121010,"Razors, parts thereof (excluding razor blades)",Safety razors with non-replaceable blades of base metal
7313,2025,25.61.12.10,82121090,"Razors, parts thereof (excluding razor blades)",Non-electric razors of base metal (excl. safety razors with non-replaceable blades)
7314,2025,25.61.12.10,82129000,"Razors, parts thereof (excluding razor blades)",Parts of non-electric razors of base metal (excl. safety razor blades and razor blade blanks in strips)
7315,2025,25.61.12.20,82122000,Safety razor blades (including razor blades blanks in strips),"Safety razor blades of base metal, incl. razor blade blanks in strips"
7316,2025,25.61.13.10,82141000,"Paper knives, letter openers, erasing knives, pencil sharpeners and their blades (including packet type pencil sharpeners) (excluding pencil sharpening machines)","Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base metal (excl. machinery and mechanical appliances of chapter 84)"
7317,2025,25.61.13.20,82142000,Manicure or pedicure sets and instruments (including nail files),"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excl. ordinary scissors)"
7318,2025,25.61.13.30,82149000,"Split-, chapping and mincing knives, hair cutting and hair shearing appliances and similar articles of cutlery","Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s."
7319,2025,25.61.14.10,82152010,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of stainless steel or other base metal","Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, forks or other articles of heading 8215, of stainless steel, containing no articles plated with precious metal"
7320,2025,25.61.14.10,82152090,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of stainless steel or other base metal","Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, forks or other articles of heading 8215, of base metals other than stainless steel, containing no articles plated with precious metal"
7321,2025,25.61.14.10,82159910,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of stainless steel or other base metal","Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware of stainless steel, not plated with precious metal (excl. sets of articles such as lobster cutters and poultry shears)"
7322,2025,25.61.14.10,82159990,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of stainless steel or other base metal","Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware of base metals other than stainless steel, not plated with precious metal (excl. sets of articles such as lobster cutters and poultry s"
7323,2025,25.61.14.20,82151020,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of base metal, silver-, gold- or platinum plated","Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, forks or other articles of heading 8215, of base metal, containing only articles plated with precious metal"
7324,2025,25.61.14.20,82151030,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of base metal, silver-, gold- or platinum plated","Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, forks or other articles of heading 8215, of stainless steel, containing at least one article plated with precious metal"
7325,2025,25.61.14.20,82151080,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of base metal, silver-, gold- or platinum plated","Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, forks or other articles of heading 8215, of base metal other than stainless steel, containing at least one article plated with precious metal"
7326,2025,25.61.14.20,82159100,"Table flatware (excluding table knives, including fish-knives and butter-knives) and similar tableware of base metal, silver-, gold- or platinum plated","Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware of base metal, plated with precious metal (excl. sets of articles such as lobster cutters and poultry shears)"
7327,2025,25.61.15.00,93070000,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof","Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths therefor (excl. of precious metal or of metal clad with precious metal, blunt weapons for fencing, hunting knives and daggers, camping knives and other knive"
7328,2025,25.62.11.10,83011000,Base metal padlocks,Padlocks of base metal
7329,2025,25.62.11.20,83012000,Base metal motor vehicle locks,"Locks used for motor vehicles, of base metal"
7330,2025,25.62.11.30,83013000,Base metal furniture locks,"Locks used for furniture, of base metal"
7331,2025,25.62.12.10,83014011,Base metal cylinder locks used for doors of buildings,"Cylinder locks of a kind used for doors of buildings, of base metal"
7332,2025,25.62.12.20,83014019,Base metal locks used for doors of buildings (excluding cylinder locks),"Locks of a kind used for doors of buildings, of base metal (excl. cylinder locks and padlocks)"
7333,2025,25.62.12.30,83014090,"Base metal locks (excluding padlocks, motor vehicle locks, furniture locks and locks used for doors of buildings)","Locks of base metal (excl. padlocks and locks of a kind used for motor vehicles, furniture or doors of buildings)"
7334,2025,25.62.13.10,83015000,"Base metal clasps and frames with clasps, with locks (excluding fasteners and clasps for handbags, brief-cases and executive-cases)","Clasps and frames with clasps, incorporating locks, of base metal"
7335,2025,25.62.13.20,83017000,"Base metal keys presented separately (including roughly cast, forged or stamped blanks, skeleton keys)","Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating locks, of base metal, n.e.s"
7336,2025,25.62.13.30,83016000,"Base metal parts for padlocks, locks and for clasps and frames with locks","Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, n.e.s."
7337,2025,25.62.14.10,83021000,Base metal hinges,"Hinges of all kinds, of base metal"
7338,2025,25.62.14.20,83022000,Castors with mountings of base metal,Castors with mountings of base metal
7339,2025,25.62.14.30,83023000,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding hinges, castors, locks and keys)","Base metal mountings, fittings and similar articles suitable for motor vehicles (excl. hinges and castors)"
7340,2025,25.62.14.40,83024110,"Base metal mountings, fittings and similar articles suitable for buildings (excluding hinges, castors, locks, keys, spy holes fitted with optical elements and key operated door bolts)",Base metal mountings and fittings suitable for doors (excl. locks with keys and hinges)
7341,2025,25.62.14.40,83024150,"Base metal mountings, fittings and similar articles suitable for buildings (excluding hinges, castors, locks, keys, spy holes fitted with optical elements and key operated door bolts)",Base metal mountings and fittings suitable for windows and French windows (excl. locks with keys and hinges)
7342,2025,25.62.14.40,83024190,"Base metal mountings, fittings and similar articles suitable for buildings (excluding hinges, castors, locks, keys, spy holes fitted with optical elements and key operated door bolts)","Base metal mountings and fittings suitable for buildings (excl. for doors, windows and French windows and locks with keys and hinges)"
7343,2025,25.62.14.50,83024200,"Base metal mountings, fittings and similar articles suitable for furniture (excluding hinges, castors, locks and keys)","Base metal mountings, fittings and similar articles suitable for furniture (excl. locks with keys, hinges and castors)"
7344,2025,25.62.14.60,83024900,"Other base metal mountings, fittings and similar articles (excluding for motor vehicles, buildings or furniture)","Base metal mountings, fittings and similar articles (excl. locks with keys, clasps and frames with clasps incorporating locks, hinges, castors and mountings and fittings suitable for buildings, motor vehicles or furniture)"
7345,2025,25.62.14.70,83026000,Base metal automatic door closers,Automatic door closers of base metal
7346,2025,25.62.14.80,83025000,"Base metal hat-racks, hat-pegs, brackets, coat racks, towel racks, dish-cloth racks, brush racks and key racks (excluding coat-racks having the character of furniture)","Hat-racks, hat-pegs, brackets and similar fixtures of base metal"
7347,2025,25.63.10.10,82011000,Spades and shovels,"Spades and shovels, with working parts of base metal"
7348,2025,25.63.10.20,82013000,"Mattocks, picks, hoes and rakes","Mattocks, picks, hoes and rakes, with working parts of base metal (excl. ice axes)"
7349,2025,25.63.10.30,82014000,"Axes, bill hooks and similar hewing tools (excluding ice axes)","Axes, billhooks and similar hewing tools, with working parts of base metal (excl. ice axes)"
7350,2025,25.63.10.40,82015000,"Secateurs and similar one-handed pruners and shears (including poultry shears) (excluding secateur type scissors with secateur blades with finger rings, pruning knives)","Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts of base metal"
7351,2025,25.63.10.50,82019000,"Forks and other hand tools (excluding clasp knives) for agriculture, horticulture or forestry","Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, horticulture or forestry, with working parts of base metal (excl. spades, shovels, mattocks, picks, hoes, rakes, axes, billhooks and similar hewing tools, poul"
7352,2025,25.63.10.60,82016000,"Hedge shears, two-handed pruning shears and similar two-handed shears","Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of base metal"
7353,2025,25.63.20.10,82021000,Hand saws (excluding hand saws with a self-contained motor),"Handsaws, with working parts of base metal (excl. power-operated saws)"
7354,2025,25.63.20.20,82022000,Band saw blades,Bandsaw blades of base metal
7355,2025,25.63.20.30,82023100,Circular saw blades with steel working parts (including slotting or slitting saw blades),"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts of steel"
7356,2025,25.63.20.40,82023900,"Circular saw blades with non-steel working parts (including slitting or slotting saw blades, parts)","Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, with working parts of materials other than steel"
7357,2025,25.63.20.50,82029100,Straight saw blades for working metal,"Straight saw blades, of base metal, for working metal"
7358,2025,25.63.20.60,82024000,"Saw blades with working part of base metal (excluding band saw blades, circular saw blades, musical saw blades)",Chainsaw blades of base metal
7359,2025,25.63.20.60,82029920,"Saw blades with working part of base metal (excluding band saw blades, circular saw blades, musical saw blades)","Saw blades, incl. toothless saw blades, of base metal, for working metal (excl. bandsaw and chainsaw blades, and circular or straight saw blades)"
7360,2025,25.63.20.60,82029980,"Saw blades with working part of base metal (excluding band saw blades, circular saw blades, musical saw blades)","Saw blades, incl. toothless saw blades, of base metal, for working materials other than metal (excl. bandsaw and chainsaw blades, circular saw blades)"
7361,2025,25.63.30.01,82031000,"Files, rasps and similar tools (excluding punches and files for machine tools)","Files, rasps and similar hand tools of base metal"
7362,2025,25.63.30.02,82032000,"Pliers, including cutting pliers, pincers and tweezers for non-medical use and similar hand tools, of base metal","Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, of base metal"
7363,2025,25.63.30.03,82033000,Metal cutting shears and similar hand tools,"Metal-cutting shears and similar hand tools, of base metal"
7364,2025,25.63.30.04,82034000,"Pipe-cutters, bolt croppers, perforating punches and similar tools excluding punches and files for machine tools, machine-type metal cutting shears and office perforating punches, ticket punches","Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal"
7365,2025,25.63.30.05,82041100,Non-adjustable hand-operated spanners and wrenches (including torque meter wrenches) (excluding tap wrenches),"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable"
7366,2025,25.63.30.06,82041200,Adjustable hand-operated spanners and wrenches (including torque meter wrenches) (excluding tap wrenches),"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable (excl. tap wrenches)"
7367,2025,25.63.30.07,82042000,Interchangeable spanner sockets,"Interchangeable spanner sockets, with or without handles, of base metal"
7368,2025,25.63.30.08,82051000,"Drilling, threading or tapping hand tools excluding interchangeable hand tools, machine-tools or power-operated hand tools, pneumatic tools or hand tools with a self-contained motor","Hand-operated drilling, threading or tapping hand tools"
7369,2025,25.63.30.09,82052000,Hammers and sledge hammers with working part of metal,Hammers and sledge hammers with working parts of base metal
7370,2025,25.63.30.10,82053000,"Planes, chisels, gouges and similar cutting tools for working wood","Planes, chisels, gouges and similar cutting tools for working wood"
7371,2025,25.63.30.11,82054000,Screwdrivers,Hand-operated screwdrivers
7372,2025,25.63.30.20,82055100,Household hand tools,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s."
7373,2025,25.63.30.30,82055910,"Other tools for masons, moulders, cement workers, plasterers and painters","Hand tools for masons, moulders, cement workers, plasterers and painters, of base metal, n.e.s."
7374,2025,25.63.30.40,82055980,Other hand tools (including cartridge operated riveting) wallplugging and similar hand tools,"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s."
7375,2025,25.63.30.50,82056000,Blow lamps (excluding gas-operated welding appliances),Blowlamps and the like (excl. gas-powered blowlamps)
7376,2025,25.63.30.60,82057000,"Vices, clamps and the like","Vices, clamps and the like (excl. accessories for and parts of machine tools or water-jet cutting machines)"
7377,2025,25.63.30.70,82059010,"Anvils, portable forges, hand or pedal-operated grinding wheels with frameworks (excluding grindstones and the like presented separately)","""Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks"""
7378,2025,25.63.40.01,82074010,Tapping tools for working metal,"Tools for tapping metal, interchangeable"
7379,2025,25.63.40.02,82074030,Threading tools for working metal,"Tools for threading metal, interchangeable"
7380,2025,25.63.40.03,82074090,"Tapping or threading tools (excluding work and tool holders for machines or hand tools, for working metal)","Tools for tapping or threading materials other than metal, interchangeable"
7381,2025,25.63.40.10,82075010,"Drilling tools with working part of diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools, for rock drilling)","Tools for drilling, interchangeable, with working parts of diamond or agglomerated diamond (excl. tools for rock-drilling or earth-boring and tools for tapping)"
7382,2025,25.63.40.11,82075030,"Masonry drills with working part of materials other than diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools, for rock drilling)","Interchangeable masonry drills, with working parts of materials other than diamond or agglomerated diamond"
7383,2025,25.63.40.12,82075050,"Drilling tools with working part of sintered metal carbide, for working metal excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","Tools for drilling metal, interchangeable, with working parts of sintered metal carbide or cermets (excl. tools for tapping)"
7384,2025,25.63.40.13,82075060,"Drilling tools with working part of high speed steel, for working metal excluding work and tool holders for machines or hand tools - for rock drilling","Tools for drilling, interchangeable, for working metal, with working parts of high speed steel (excl. tools for tapping)"
7385,2025,25.63.40.14,82075070,"Tools for drilling metal, interchangeable, with working parts of materials other than diamond, agglomerated diamond, sintered metal carbide, cermets or high speed steel (excl. tools for tapping)","Tools for drilling metal, interchangeable, with working parts of materials other than diamond, agglomerated diamond, sintered metal carbide, cermets or high speed steel (excl. tools for tapping)"
7386,2025,25.63.40.15,82075090,"Drilling tools (excluding work and tool holders for machines or hand tools, with working part of diamond or agglomerated diamond, for rock drilling, masonry drills, for working metal)","Tools for drilling, interchangeable, for working materials other than metal, with working parts of materials other than diamond or agglomerated diamond (excl. tools for rock-drilling or earth-boring, wall boring and tools for tapping)"
7387,2025,25.63.40.20,82076010,"Boring or broaching tools with working part of diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools, for earth boring)","Interchangeable tools for boring or broaching, with working parts of diamond or agglomerated diamond"
7388,2025,25.63.40.21,82076030,"Boring tools for working metal, with working part of materials other than diamond or agglomerated diamond",Interchangeable tools for boring or drilling metal
7389,2025,25.63.40.22,82076050,"Boring or broaching tools (excluding work and tool holders for machines or hand tools, with diamond or agglomerated diamond working parts, for working metal, for earth boring)","Interchangeable tools for boring materials other than metal, with working parts of materials other than diamond or agglomerated diamond"
7390,2025,25.63.40.22,82076090,"Boring or broaching tools (excluding work and tool holders for machines or hand tools, with diamond or agglomerated diamond working parts, for working metal, for earth boring)","Interchangeable tools for broaching materials other than metal, with working parts of materials other than diamond or agglomerated diamond"
7391,2025,25.63.40.23,82076070,"Broaching tools for working metal, with working part of materials other than diamond or agglomerated diamond",Interchangeable tools for broaching metal
7392,2025,25.63.40.30,82077010,"Milling tools with working part of sintered metal carbide, for working metal excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","Interchangeable tools for milling metal, with working parts of sintered metal carbide or of cermets"
7393,2025,25.63.40.31,82077031,Shank type milling tools for working metal (excluding with working part of sintered metal carbide),"Interchangeable shank type tools for milling metal, with working parts of materials other than sintered metal carbide or cermets"
7394,2025,25.63.40.32,82077037,"Tools for milling, hobs, interchangeable, for working metal, with working part of materials other than sintered metal carbide or cermets (excluding shank-type)","Tools for milling, interchangeable, for working metal, with working part of materials other than sintered metal carbide or cermets (excl. shank-type)"
7395,2025,25.63.40.33,82077090,Milling tools (excluding for working metal),Interchangeable tools for milling materials other than metal
7396,2025,25.63.40.40,82078011,"Turning tools with working part of sintered metal carbide, for working metal excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","Tools, interchangeable, for turning metal, with working parts of sintered metal carbide or of cermets"
7397,2025,25.63.40.41,82078019,"Tools for turning, interchangeable, for working metal, with working part of materials other than sintered metal carbide or cermets","Tools for turning, interchangeable, for working metal, with working part of materials other than sintered metal carbide or cermets"
7398,2025,25.63.40.42,82078090,"Turning tools (excluding work and tool holders for machines or hand tools, for working metal)",Interchangeable tools for turning materials other than metal
7399,2025,25.63.40.50,82079010,Other interchangeable tools of CN 82.07 with working part of diamond,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, with working parts of diamond or agglomerated diamond, n.e.s."
7400,2025,25.63.40.51,82079030,Screwdriver bits with working part of materials of metal base (excluding work and tool holders for machines or hand tools),Screwdriver bits of base metal
7401,2025,25.63.40.52,82079050,Gear-cutting tools with working part of materials other than diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools),Interchangeable gear-cutting tools (excl. milling tools for gear-cutting)
7402,2025,25.63.40.53,82079071,"Interchangeable hand tools with working part of sintered metal carbide excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, for working metal, with working parts of sintered metal carbide or cermets, n.e.s."
7403,2025,25.63.40.53,82079078,"Interchangeable hand tools with working part of sintered metal carbide excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","Tools, interchangeable, for use in mechanical or non-mechanical hand-held appliances or in machine tools, for working materials other than metal, with working part of sintered metal carbides or cermets, n.e.s."
7404,2025,25.63.40.54,82079091,Interchangeable tools in other materials,"Tools, interchangeable, for use in mechanical or non-mechanical hand-held appliances, or for machine tools, for working metal, with working parts of materials other than diamond, agglomerated diamond, sintered metal carbide or cermets, n.e.s."
7405,2025,25.63.40.54,82079099,Interchangeable tools in other materials,"Tools, interchangeable, for use in mechanical or non-mechanical hand-held appliances, or for machine tools, for working materials other than metal, with working parts of materials other than diamond, agglomerated diamond, sintered metal carbide or cermets"
7406,2025,25.63.50.10,84801000,"Moulding boxes for metal foundry, mould bases, moulding patterns (excluding moulding patterns of wood)",Moulding boxes for metal foundry
